role,name
Regional Planning and Support Services Manager,Kyungmee Kim
Director,Richard Choi
Assistant Manager,Chet Ko
Process & Reporting Analyst,Will Geng
Live Operation Lead,Wendy Yang
Senior Lead,Peiji Guo
Customer Service Manager,Sam Yu
CHINA CUSTOMER SERVICE AND OPERATIONS,NetEase Team
Customer Support Representatives,"Robert Abbey, John Abercrombie, Jeremiah Abeyta, Bryan Abston, Jennifer Aguilar, Mark Agustin, Christopher Alexander, Patrick Alexander, John Allen, Katherine Allen, Juan Alvarez, Cody Amaya, Matthew Amy, David Anderson, Jason Anderson, Jessica Anderson, Raquel Andrade, Stephanie Andrews, Cody Arndt, Maxwell Arnold, Ramiro Ascencio Jr., Alejandro Atencio, Simon Baca, Breanna Bader, Robert Badger, Gregory Bahl, Christopher Bailey, Christopher Baker, James Baker, Michael Baker, Jennifer Balch, Ciji Bambrick, Sengarlonh Bangphaxay, Mary Barbour, Kristoffer Barcarse, Jimmy Bare, Andrew Barnes, David Barney, Daniel Barrett, Richard Barrick, Mark Barrios, Margarita Barron, Eric Baskin, Michael Batilla, Justin Bauer, Adam Bazan, Christopher Beard, Ronald Beaty Jr., David Bebee, Ryan Belanger, Matthew Belk II, Jerimiah Bell, Robert Belleville, Mallory Bellinghausen, Michael Belrose, Matthew Bennett, Steven Bennett, Ryan Berezoski, Michael Bernal, Paul Bernard, Bradley Bernhard, Stephanie Berthiaume, Ronald Bianchi, Darius Bijou, Beau Billingsley, Justin Binford, Howard Bishop, Byron Black, Joshua Black, Michael Blackard, Jake Blair, Samuel Blalock, Amy Blanchard, Daveina Blunkall, Robert Bodine, Christopher Boike, Kristin Boles, Kyan Bond, Aaron Bothne, Samuel Bottoms, Jerry Bowen, Benjamin Bowers, Julia Bowman, Tracey Boyett, Michael Braunstein, Keith Breach, Crystal Breaux, Corey Breitling, Daniel Brennecke, Allison Brewer, Kari Brewer, Kenda Bright, Jonathan Brockell, Page Brockell, Ashley Brown, Blair Brown, Cameron Brown, Margaret Brown, Nathan Brown, Jesse Brummer, Brendan Brunner, Colean Brunner, Edan Bryant, Perry Buch, Brian Buckentin, Brandon Buie, Stephen Buitron, Heather Burdett-Holloway, Joshua Burnett, Jessica Bustamante, Adrian Butts, David Byl, Adam Byrd, Patrick Cahill, Juan Calderon-Hernandez, Stephanie Caldwell, Jeremy Calicott, Brandy Camel, Claud Campbell, Eric Campbell, Matthew Campbell, Amanda Canfield, Trevor Cantrell-Paulson, Trevor Cantrell-Paulson, David Carlock, Andrew Carr, Daniel Carroll IV, Joseph Carroll, Melody Carver, Jeremy Caskey, Shannon Cassel, Spencer Casterline, Patricia Cate, Thomas Cebulla, David Chan, Bradley Chandler, Bonnie Chang, Daniella Chavez, Justin Chavez, Benjamin Checola, Preston Cheeks, David Chen, Elizabeth Chepul, Cody Cherry, Marla Chesser, David Chisholm, Mark Chmielewski, Kyn Chong, Nicholas Christiny, Paul Chung, Ben Clark, Jeremiah Clark, Jeff Clausen, Jacob Coe, Trevor Collard, Michelle Coltrin, Kevin Connell, Mitchell Converse, Cameron Cook, Alexander Coons, Samuel Cooper, Shannon Cooper, Ethan Copeland, Phoebe Copeland, Christopher Copperwheat, Brandy Corbin, Conor Corkery, Austin Cornell, Kenneth Corning, Angela Corrie, James Cox, Blake Cramer, Jerod Crespin, Nathan Crislip, Andrew Crisp, Leah Crochet, Benjamin Crooks, Jason Crosbie, Christopher Crowson, Jodie Crowson, Brandon Crumpler, Desiree Cummings, Laura Currie, Christopher Curtis, Sarah Cusati, Christopher Cynar, Crystal Czarapata, Matthew Dailey, John Danford, Christa Daniel, Kevin Daniels, Mallorie Daniels, Will Darce, Jason Davenport, Gary Davis Jr., Joshua Davis, Kevin Davis, Philip Davis, Ryan Davis, Stuart Davis, Jonathan Day, Gabriel De Los Santos, Neil De Soto, Cliff James De Vera, Brian Deering, Tarah Dees, Christopher Degraw, Jessica Depaola, Peter Desalvo, Jason Devera, Paulino Diaz, James Dickens, Benjamin Dickey, Steven Dickson, John Diers, Richard Dievendorff, Brandon Dimaggio, Brandon Dockins, Kendall Dodd, Gene Dodge, Kimberly Domingo, Raymond Donaldson, Daniel Donofrio, Derek Donovan, Matthew Doolittle, Forrest Dorsey II, Rachel Dost, Alexander Dragojlovic, Devan Duenes, Julie Dugdale, Reagan Duggan, Thomas Duman, Oana Dumitrache, Jeremy Dunn, Andrew Duran, Daniel Durrett, Anthony Duson, Camden Eagar, Adam Ebmeier, German Echeverria, Andrew Eddy, Ciro Elgueta, Bryson Elliott, Chace Elliott, Bradley Ellison, James Engelke, Quinn Enochs, John Ensminger, Daniel Errington, Jason Ervin, Thomas Esparza, Wilfred Esteves-Villanueva, Nicholas Everson, Ian Faas, Tamara Faas, Katy Fabyunkey, Amanda Fackrell, Arlene Fandino, Angela Farrey, Michelle Ferrell, Kristin Finnsson, David Fisher, Peter Fivelstad, Melissa Fleming, Thomas Flint, Vincent Floca, Jose Flores III, Thomas Flowers, Cameron Floyd, Ryan Foreman, Michael Foster II, Wesley Foults, Nicholas Frame, Jonathan Francis, Martin Francis, Ruth Francis, Anthony Franey, Mark Fransen, Christopher Frew, Matthew Frisch, Cynthia Frushon, Christopher Fulgham, Derek Fuller, Rachael Fullerton, Zachary Fullerton, Brian Fulton, Charles Galindez, David Galindez, Andrew Galipeau, David Galvan, Jennifer Gamer, Joel Gangl, Justin Gann, Matthew Gant, Andrew Ganter, Jonathan Garbarini-Telles, Edgar Garcia, Eduardo Garcia, Jason Garcia, Patricio Garcia, Lennon Garcia-Cisneros, Christopher Garrett, Levi Garrett, James Garrison, John Garrison, Paul Garza, Melanie Gauderon, Aaron Gayet, Andrew Getting, Jesse Gibbons, Bryan Ginn, Heather Glahn, Samuel Glass, Mark-Jonathon Glowski, Levi Godwin, Lucas Goes, Mario Gomez, Jeffrey Gondeck, Manuel Gonzales, Enrique Gonzalez, Thomas Goodwin, Andy Goolsby, Christopher Gorman, Steel Gorman, Neil Gossell, Darleen Gotay, Lyndsey Graham-Fletcher, Jedediah Grant, David Gredell, Britton Green, Christine Greene, Michael Greene, Joshua Greenfield, Desmond Gregory, Brian Gridley, Kimberly Grimes, Amber Grundman, Jose Guagardo, Joshua Guerrero, Jeremy Gulick, Laura Gustafson, Philip Habig, Daniel Hackel, Adrian Hall, Keith Hall, Michael Hall, Jeremy Hamill, Mark Hamm, Nicholas Hamm, Carlton Hammond, Jade Hammons, Nam Han, Sean Hankla, Gregory Hansen, William Harber, Kyle Harris, Taira Harris, Michael Hart, Benny Haryadi, Anthony Haw, Shaun Hawkins, Jordan Hawn, Alexander Hayes, Patricia Hayes, Geoffrey Hazlewood, David Healy, Michelle Hebert, Sandy Hegedus, Christina Helbig, Eyan Hempler, Thomas Hendricks, Bobby Hendrix, Lance Henry, Robert Henson, Luis Heredia, Elmer Hernandez, Mark Hernandez, Sara Hernandez-Land, Andrew Herpel, Andrew Herring, Corey Hickman, Andrew Higbee, Jared Hilderbrand, Jesse Hill, Justin Hillhouse, Sarah Hlavaty, Dat Ho, Daniel Hodge, Robert Hoff, Sarah Hoist, Lindsey Holcomb, Samuel Holder, Atlanta Holland, Sara Holliday, Justin Holloway, David Hoppe, James Hoppe, Judah Horton, Benjamin Hosac, William Howard-Mckinney, Colin Howat, Aaron Howell, Travis Howsman, Bobbie Hughes, April Hughey, Samuel Hunt, Shawn Hunt, Harold Hunter III, Albert Hwang, Craig Hyatt, Jason Hyder, Brian Inboden, Shaun Ingram, Jed Irvin, Nash Irvin, Amber Irvine, Laurel Isaacs, Joel Isenberg, Chiemi Ishikawa, Adam Jackson, Elizabeth Jackson, Zachary Jackson, Misty Jacobs, Adnan Jameel, Joseph Janisch, Katt Jean, Hyrum Jenkins, Ryan Jividen, Edward Johnson, Jonathon Johnson, Kenneth Johnson, Kevin Johnson, Larry Johnson, Nathan Johnson, Bret Johnston, Ian Jolly, Dustin Judice, Dustin Judson, Devin Julia, Jason Jungmann, Lauren Justice, Heather Kaftan, Darrell Karp, Jon Karwoski, Andrew Keahey, Linda Kelley, Christopher Kelly, Matthew Kenemore, Kyle Kenney, Craig Kerbrat, Grace Kim, Christopher King, Rachel King, Dustin Kinney, Mary Kirkpatrick, John Klutts, Dianne Knapp, Skye Knighton, Darlene Kolano, Michelle Kolano, Ruth Kolbeck, James Kompare, Greta Kratz, Julia Kregear, Lori Krell, Matthew Kuhn, Chris Kunst, Edward Kuschel, Andrew Kusiak, Judson Ladd, Cory Lafitte, Lindsey Lammers, John Lanier, Heather LaPlante, Paul Lara, James Larsen, Amber Larson, Robert Laurenti, Tiffany Layton, QuocViet Le, LeeAnn Leavitt, James Leclair, Guillermo Ledesma, Cathy Lee, Joseph Leichliter, Pamela Leidt, James Lengerich, Alberto Leon Rivera, Michael Leonard, Jeffrey Leonhardt, Ly Leu, Amber Lewis, Darius Lewis, Thomas Lillehoff, Jeffrey Lim, Danforth Lincoln, Heidi Lindsey, Michelle Linscomb, Adrienne Linton, Justin Liquorman, John Lisbony, Ryan Littrell, St. John Llewellyn, James Logan, Thomas Long, Marco Lopez, Luke Lovett, Zane Lovett, Cynthia Loyd-Peterson, Armando Loyola, Adan Lozano, Matthew Lucero, Derek Lucien, Mark Lucio, Ryan Ludwig, Michael Lukenbill, Jeanna Lundgren, Robert Lundgren, Karl Luquette, Jessica Lusk, David Lyle, Bryan Lynes, "
Customer Support Representatives,"Mary Machie, Dominic Maez, Julie Mahoney, Tyler Main, Robert Maine, Rafael Maldonado, Charles Mallard, Jordan Mallory, Ricky Mallory, Twyla Malone, James Maner, Travis Mansbridge, Stetson Marcantel, Jason Marchi, Jose Marciel, Jesse Mark, Jose Marquez, Randy Marr, Joseph Mars, Jeremy Marshall, Bryan Martin, Logan Martin, Taylor Martin, Chrystal Martinez, Ruben Martinez, Renzo Mascia, Michael Mathis, Sean Matthews, Sarah Mawdsley, Nicholas Mazmanian, Jordana McBride, Robert McBride, John McBurney, Lucas McCall, Mark McCandless, Thomas McCandless, Daniel McClellan, Aaron McCorcle, Luke McCorkle, Meagen McCrory, Erin McElroy, Kimberly McGall, Bruce McGilvray, Chad McGinley, Tara McGinnis, Alex McIntosh, Matthew McKee, Marissa Meissner, Ronda Melendez, David Mendiola, Sean Mercer, Gregory Mercurio, George Merrill, Wade Messa, Keith Meves, Zachary Michalka, Chad Milam, Doug Miller, Jenny Miller, Lindsay Miller, Zachary Miller, Deana Mills, James Mills, Maya Milo, Maturon Miner, Denson Minner, Gilberto Miro, Anthony Misgen, Peter Mitchell, Terry Moeller, Adam Moghaddassi, Lori Molden, Benjamin Monroe, Christopher Moon, Daniel Mooneyham, Brenton Moore, James Moore, Lloyd Moore, Hector Morales, Anthony Moreno, Charli Moreno, Yazmin Moreno, Brent Morgan, Daniel Morningstar, Jacob Morrison, Kenneth Moshenko, Sean Motto, Aaron Mozingo, Michael Mumford, Brian Mundheim, Shawn Munro, Thomas Munroe, Christine Munshower, Elisa Murchison, Julian Murray, Alicia Myers, Matthew Myers, Peter Myhre, Steven Nabours, Frederick Nassar, Matthew Neely, William Neiman, James Nelson, Seth Nesenholtz, Sofia Nevarez, Andrew Newman, Thienan Nguyen, Dang-Khoa Nguyen-Le, Michael Nichols, Vanessa Nieto, Jennifer Nill, Russell Nilsson, Steven Nix, Vicky Nott, Sean Nowlin, Jessica Nunn, Arian Nur, Bryan Nystul, Audra Oberloh, T. Obermeier, Brian O'Connor, Michelle Oden, Darin Oehlke, Sherman Ohms, John O'Keefe, Chinedu Okoro, Cory Oliver, Chelsea Olson, Ricky O'Neal Jr., Daniel Ortega, Alexander Ortiz, Andrew Owens, William Owens, Irene Pacheco, Andrew Page, Andrew Palan, Brandon Panagakos, Andrew Parrott, John Patenaude, Ryan Patin, Ian Patterson, Jeffrey Pease, Diana Peek, Ryan Peithman, Jason Pelton, Aaron Pemberton, Andrew Pentram, Jeena Pepersack, Christina Perez, Erik Perez, Jacob Perez, Cirilo Perez-Tapia, Joshua Perry, Keenan Perry, Leonard Perry, Matthew Perry, Jennifer Peters, Eric Peterson, Joseph Peterson, Klinton Pfiester, Kevin Phelps, Terry Phelps, Jared Phillips, Anthony Piperato Jr., Kaleb Placek, Lauren Popadak, Joshua Portillo, Cassidy Post, Colby Powers, Brandon Prather, Mikhail Predtetchenski, Matthew Presley, David Preston, Christany Price, Samuel Price, Robert Prill, Phillip Prochaska, Sean Provost, Megan Puertas, Dana Pull, Franklin Quick, Colleen Quinn, Michael Quintana, James Quisenberry, Chase Rabon, Chad Racine, Joseph Ragsdale, Christopher Rake, Ignacio Ramirez, Regina Ramirez, Brandon Ramsey, Christiaan Rascon, Robert Rauscher, Gordon Ray, Tyler Raygoza, Brian Redman, Richard Reischman, Andrew Rexroth, Isaac Reyes, Christopher Rhymaun, Garrett Richard, David Richards, Timothy Riddle, Charles Rider, Sean Ridgway, Martin Riha, Mattie Riley, Joseph Rinaldi, Aide Rivera, Katie Roach, Richard Roberts, Jimmy Robinson Jr., Joshua Robinson, Trevor Robison, Dustin Rockers, Jonathan Rodriguez, Kenneth Rogers, James Rolfsen, Derek Ronzo, Austin Rooks, Jeanette Rooze, Jordan Rosales, Derek Rosenberg, Holly Rosumny, Shoshanna Rubin, Patrick Rusche, Michelle Russell, Antonia Ryan, Brendan Ryan, Mitchell Saenz, Sarah Salazar, Vivian Salter, Jason Sampankarnpanich, David Sanders Jr., Joshua Sanders, William Sanders, Edward Santiago, Josue Saravia, Bruce Sawdey, Gustav Scharein III, Chad Schehr, Jared Schiller, Joseph Schmied, Ashton Schmitt, Jordan Schwob, Ashley Sebren, Richard Sebren, Sean Sebring, Casandra Semenyna, Andy Seymour, Justin Shade, James Shanks, Klay Sheffield, Brandon Shelton, James Shelton, Joseph Shepard, Adam Sheppard, Chase Sherman, Evan Sherman, Kimberly Sherman, Joshua Shields, Grant Shinomoto, Timothy Shroat, Zachary Siegel, James Siler, Brandy Simek, Justin Simmons, K Simons, Sarah Simons, Sean Sintef, John Sitton, Wayne Skarboszewski, Woody Skiba, Mark Slater, Amber Smith, Jason Smith, Samantha Smith, Matthew Smolinski, Anthony Snow, Brennen Snow, Robert Spann, Cory Speary, Nolan Speed, Matthew Spence, Michelle Sprinkle, Brittany Staff, Dorothy Stanford, Chad Starkey, Kevin Starr, John Steinert, Ryan Steinhoff, Jared Stepp, Amy Sterling, Seth Still, Evan Stoudenmire, Matthew Stratford, Joshua Strey, Thomas Strickland, Dallas Stringham, Jonathan Stubbs, Matthew Sublett, Ashley Sullivan, Joelle Sullivan, Alex Swift, Jessica Swoner, Martin Tande, Joseph Tarman, Joel Tarver, Eric Taylor, Jared Taylor, Matthew Taylor, Charles Teakell Jr., Adrian Terborg, Paul Tessmann, Matthew Thibodeau, Johnathon Thomas, Sarah Thomas, John Thompson, Ryan Thompson, Joshua Thornton, Michael Threadgold, Chance Tijerina, James Tjaden, John Tkach, Michael Todd, Pam Toomim, Stephen Torick II, Jared Townes, Antonie Traylor, Misty Traylor, Jason Tretter, Ryan Triner, Jacob Tripp, Lucy Trosin, Samuel Truman, Joe Truong, Keith Truong, Melissa Ullrich, Alejandro Ura, Dustin Vail, Alexander Van Winkle, Michael Van Winkle, Kevin Vanderlaan, Natalie Vanelli, Richard Vang, Efthemia Vasiliadis, Joseph Vaucher, Christopher Veazey, Ann Vejsa, Fabio Ventura, Scott Venza, Cecilia Vergara, Melissa Vetter, Matthew Villers, Devin Vink, Timothy Voris, Timothy Vought, Steven Walker Jr., Lindsay Marie Walker, William Walker, Keri Waller, David Walsh, Travis Wampler, Jia-Mu Wang, Theodore Wang, AC Ward Jr., Mark Ward, Nicole Ward, Rachel Ward, Randall Ward, Erica Warren, Nicole Watkins, Andrew Webb, Joshua Weinberg, David Welty, Blake Wendel, Lenard West, Susan West, Steven Whitaker, Bernard White, Rhonda White, Tracy Whitehead, Torean Whitfield-Yates, Chris Whittington, Robert Wiegand, Micaiah Wiewandt, Daniel Wiley, John Wilkins, Daniel Williams, Jacob Williams, Jared Williams, Jeremy Williams, Phillip Williams, Seth Williams, Alexander Wilson, Brandon Wilson, Carolyn Wilson, Devin Wilson, Timothy Wisbauer, John Wisnewski, Stephen Wojcik, Justin Womack, James Wong, Peter Woo, Kristin Wood, Michelle Wood, Phillip Wood, Steven Worcester, Justin Yandell, Nicole Yandell, Eric Yasukochi, Joseph Yellott, Mary Yellott, Amanda York, Amber Young, Michael Youngkin, Kacey Yucikas, Michael Zabarousky, Katherine Zajicek, Jose Zamora, Adam Zamost, John Zappulla, Geoffrey Zeis, David Zemek"
Customer Support Seniors,"Spencer Aitken, Jeremy Akers, Michael Alcorn, Amit Bader, Andrew Balch, David Barrick, Bonnye Bauerle, Christopher Bridges, Matthew Buck, Richard Busbea, David Byer, Kyle Cannon, Christopher Chafin, Jeremy Chasey, Justin Chesser, Andrew Clisson, Jason Copeland, Jason Crewse, Damien Currano, Joseph Currivan, Justin Davey, Nicholas Depalma, Peter Drummond, Richard Evans, David Fee, Adam Ferguson, Patrick Fitzgerald, Robinson Foulger, Vaughn Garvin, Andrew Glaser, Casey Glenn, Luis Gomez, Aaron Green, Jessica Grey, Bryan Grimes, Daniel Hammer, Christopher Heidick, Jessica Higbee, Jameson Hodge, Dylan Kho, Adam Koch, Scott Koller, Antonio Kontokanis, Alexander Koreneff, Stephanie Krutsick, Shaun Kuschel, Laura Lam, David Lavallee, James Leggat, Erik Lindberg, Jeffery Luckman, Shannon McCartney, Michael Munson, Michael Nguyen, Kyle Otsu, Clark Pendery, Evan Peterson, Evan Powers, Sean Quinlan, Kristina Rathburn, Christian Reynolds, Preston Roberts, Richard Romasanta, Donald Rudy, Sandra Shudy, Darryll Silva, Michael Srithapin, Erik Tabor, Duane Than, Jenny Towner, Colleen Tulley, Nicholas Vineyard, Tanya Wall, Robert Webb, Lucas Welch, Keith Willingham, Mataio Wilson, Matthew Worcester, Aaron Yasukochi, James Young"
Customer Support Team Managers,"Jose Antonio Achucarro Roque, Jennifer Aguilar, Neil Anderson, Aaron Bamblett, Fredrick Benson, Amber Bittenbender, Andrew Cox, Ian Crawford, Eric Davis, Raven De Lara, Aaron Denton, Mac Ennis, Kirt Farrell, James Feinauer, Theodore Gegoux, Chad Holthaus, Michael Kanneg, Cory Larson, Patrick Lorenz, Jamie Manzanalez, Stephen Pratt, Bruce Prescott, Nicholas Ray, Ryan Reddick, Kyle Riseling, Timothy Sauter, Adam Slack, Friedrich Stegmann, David Tamayo, Jason Thomas, Jason Throop, Ryan Treadwell, Justin Tritt, Miles Trumble, Alyson Turner, Andreas Unger, Matthew Vineyard"
Support Information Team Manager,Ben DeLaurier
Service Level Coordinators,"Aaron Pilling, Chris Presnall, Daniel Kanneg, Flynn O'Connor, Jacob A Hurst, John Beadles, Keaton Bracy, Keith Watkins, Reeve Wightman, Ryan Johnston, Sean Oneil, Thomas Hopper"
Service Level Coordinator Team Manager,William Shepard
Internal Affairs Representatives,"Sean Baade, Ulises Brage , Deborah Brooks, Daniel Carpenter, John Downing, Thomas L. Harvey, David Keel, Lily Kim, Jeremy Lambertson, Brian Lanahan, Brandon Little, Jorge Mata, Daniel Nagel, Patrick Nagel, Timothy Preston, John Richardson, Stephen Robinson, Sam Soheylee-Arasi, Michael Stokely, Adam Zweig"
Internal Affairs Senior,Randy Coffman
Internal Affairs Team Manager,Joshua Berryman
CS Tools Team Manager,Kenneth Tan
Regional Planning and Support Services Group Manager,James Drosche
Regional Planning and Support Services Department Manager,Andrew Maindelle
Communications Coordinator,Anita Rice
Administrative Assistant and Office Coordinator - Irvine,J. D. Calzada
Site Manager Customer Services - Irvine,Don King
Administrative Assistant,Candace Young
Director of Customer Services - Austin,Tony Johnson
Learning Specialists,"Chris Cavallo, Landry Dugan, Tom Edwards, Royce Higbee, Gavin J.Jurgens-Fyhrie, Paul Meyer, Jasmine Monteith, Karri Phillips, Nicholas Smith, Bill Ware, Ryan Wick"
Learning and Development Manager,Shonda Kenter
Instructional Technology Specialists,"Saralyn Smith, Thomas Robert Throop "
"Senior Manager, Global Learning and Development",Rodger D. Sanders Jr.
Global Workforce and Reporting,"Emmanuel Pedro, Preston Roberts, Ken Ma"
Global Workforce and Reporting Manager,Scott Whittington
Global Planning and Support Services Project Managers,"Angelo Concepcion, Samuel Park, Michael See, Lance Kimberlin"
Global World of Warcraft Support Project Manager,Matthew Martin 
"Senior Manager, Program Management Office",Eric Wu
Global Policy Council Manager,Marcus Maczynski
Process Improvement Analyst,"Richard Hardy, Trish Lee, John Hsieh "
Process Improvement Manager,Wyatt Cole
Customer Service Forum Team,"Brandy Camel, Kyle Hawkins, Jami Hurst, Patricia Jennings, Edward Olivieri, Olivia Quintanilla, Cirilo Tapia"
Customer Service Forum Senior,Aaron Uesugi
Customer Care Agents,"Jeff Carlo, Leo Chun, David Gutierrez, Josh Mikkelsen"
Custodian of Records,Peter Ty
Customer Care and Loyalty Manager,Charles Areson
Administrative Assistant,Jennifer Martin
Global Planning and Support Services Director,Glen Pryer
Executive Assistant,Kayla Crooks
Vice President – Global Customer Services,Todd Pawlowski
EXECUTIVES,Mike Morhaime
Chief Operating Officer,Paul Sams
Executive Vice President of Game Design,Rob Pardo
Vice President of Online Technologies,Robert Bridenbecker
