Role,Name
Voice Over Cast,Nick Omana
Voice Over Cast,Rajia Baroudi
Voice Over Cast,Vanessa Marshall
Voice Over Cast,Sab Shimono
Monster Voice Effects,Fred Tatasciore
Monster Voice Effects,Dave Mallow
Monster Voice Effects,Jon Olson
Monster Voice Effects,Darryl Kurylo
Monster Voice Effects,Debra Wilson
Monster Voice Effects,Patrick Seitz
Monster Voice Effects,Dee Bradley Baker
Monster Voice Effects,Lani Minella
Monster Voice Effects,Dave Fouquette
Supervisor,Joeyray Hall
Producer,Angela Blake
Editors,Brian Horn
Editors,Rebecca Lilienfeld
Editors,Lucas Merino
Editors,Jake Patton
Filming and Capturing,Jonny Throop
Art/Visual Design,Larissa Bussell
Art/Visual Design,Matias Volkert
Additional Work by,Ryan Sly
"Senior Director, Global Platform Services",Michael Gilmartin
"Senior Managers, Platform Services",Frédéric Baudet (EU)
"Senior Managers, Platform Services",Jong Hyuk Lee (KR)
"Senior Managers, Platform Services",Marc Alexandre-Plouffe (CN)
Senior Manager,Jason Walker
Project Managers,Edgar Flores
Project Managers,Andy Houghtelin
Project Managers,David Brown
Analytics Manager,Ashok Viswanathan
Analytics UX Designers,Anthony Reyes
Analytics UX Designers,Hansa Wahla
Analytics Software Engineers,Ken Adams
Analytics Software Engineers,Phillip Dettorre
Analytics Software Engineers,John Pombo
Analytics Software Engineers,Jonathan Hankey
Analytics Software Engineers,Pietro Gobbato
Analytics Software Engineers,Andrea Opimitti
Analytics Software Engineers,Hansa Wahla
Senior Manager,John Herndon
Senior Producer,Brett Roark
Producers,Paul Carver
Producers,Marshall Harlan
Producers,Casey Marissa Wu
Lead Programmer,William Warnecke
Senior Programmer,Lucas Johnston
Programmers,Anton Burdukovskiy
Programmers,Bob Chancellor
Programmers,Damien Chow
Programmers,Daniel Dao
Programmers,Samuel Hopp
Programmers,Xing Jin
Programmers,Ryan Landis
