role,name
Executive Producer,John Hight
Game Director,Ion Hazzikostas
Production Director,Patrick Dawson
Art Director,Ely Cannon
Assistant Art Director,Steve Aguilar
Technical Director,Frank Kowalkowski
Assistant Technical Director,Paul Watkins
Lead Animator,Ian Lang
Lead Character Artist,Dusty Nolting
Lead Dungeon Artist,Shem Dawson
Lead Environment Artist,Tina A. Wang
Lead FX Artist,Steven M. Nelson
Lead Prop Artist,Jay Hwang
Lead Technical Artist,Dan Delapena
Lead Visual Development Artist,Jimmy Lo
Art Manager,Jeff Parrott
Lead Game Designers,Morgan Day
Lead Game Designers,Kevin Martens
"Cinematic Director, In-Game",Terran Gregory
Lead Combat Designer,Brian Holinka
Lead Level Designer,James Chadwick
Assistant Lead Level Designer,Julien Tremblay
Lead Narrative Designer,Steve Danuser
Lead Quest Designer,Eric Maloof
Assistant Lead Quest Designers,Steve Burke
Assistant Lead Quest Designers,Johnny Cash
Lead Reward Designer,Russ Petersen
Lead UI Designer,Laura Sardinha Kidde
Design Manager,David Paolone-Webb
Lead Automation Software Engineer,Craig Steele
Lead Classic Engineer,Brian Birmingham
Lead Engine Engineer,Ryan Anderson
Lead Gameplay Engineers,Patrick Magruder
Lead Gameplay Engineers,Darren Williams
Lead Server Engineer,Yurik Haines
Lead Mobile Engineer,John-Mark Hemphill
Lead Systems Technology Engineer,Collin Murray
Lead Tools Engineer,Monte Krol
Lead UI Engineer,John Mikros
Engineering Manager,Jonathan Moon Shaw
Lead Producers,Shani Edwards
Lead Producers,Danielle Engels
Lead Producers,Marcus Maczynski
Lead Producers,Richard Taylor
Sound Design Supervisor,David Rovin
Additional Leadership,Alex Afrasiabi
Additional Leadership,Tim Murray
Additional Leadership,Chris Robinson
Additional Leadership,Tom Thompson
Animators,Andrew Arnett
Animators,John Butkus
Animators,Carman Cheung
Animators,Carlos Fins
Animators,Caitlin Geels
Animators,Chris Hale
Animators,Marlowe Lexvold
Animators,Corin McCrate
Animators,Thomas Nguyen
Animators,Matt Parker
Animators,John Scharmen
Animators,Brandon Tabone
Animators,Jason Zirpolo
Brand Artist,Korey Regan
Character Art Supervisor,Kelvin Tan
Character Artists,Calvin Boice
Character Artists,Christopher Chang
Character Artists,Sukjoo Choi
Character Artists,Ariel Fain
Character Artists,Cody Harder
Character Artists,Brent LaDue
Character Artists,Kenny McBride
Character Artists,Jon McConnell
Character Artists,Matthew McKeown
Character Artists,Aaron R. W. Morse
Character Artists,Jay Nam
Character Artists,Natacha Nielsen
Character Artists,Mackenzie Kade Patrick
Character Artists,Dan Pingston
Character Artists,Genevieve St-Michel
Character Artists,Thomas Yip
Dungeon Outsource Supervisor,Patrick Burke
Dungeon Art Supervisor,Ryan L. Cooper
Dungeon Artists,Luis Armstrong-Torres
Dungeon Artists,Jeff Chang
Dungeon Artists,Dawnson Chen
Dungeon Artists,Jessica Clarke
Dungeon Artists,Steve Crow
Dungeon Artists,Jessica Dinh
Dungeon Artists,Jeffrey Duval
Dungeon Artists,Andrew Matthews
Dungeon Artists,Antonio Neves
Dungeon Artists,Martin Ocejo
Dungeon Artists,Denis Rogic
Dungeon Artists,Josh Shelnutt
Dungeon Artists,Lianna Tai
Dungeon Artists,Anthony Trujillo
Dungeon Artists,Anthony Xenakis
Dungeon Artists,Brian Youn
Dungeon Artists,Kevin Young
Environment Artists,Kuko Cai
Environment Artists,Gabriel Gonzalez
Environment Artists,Matthew Heyman
Environment Artists,Amber Hill
Environment Artists,Kelli Hoover
Environment Artists,Marie Lazar
Environment Artists,Kate McKee
Environment Artists,Nick Murano
Environment Artists,Elliot Picarello
Environment Artists,Gustav Schmidt
Environment Artists,Tai Walker
FX Art Supervisor,Sarah Carmody
FX Artists,Luis Aguas
FX Artists,Kali Jacobs
FX Artists,Guillermo la O'
FX Artists,Justin Peterson
FX Artists,Ethan Zink
Prop Artists,Eric Braddock
Prop Artists,Jamie Chang
Prop Artists,Jeffrey Chuang
Prop Artists,Luis Garza
Prop Artists,Kyle Jensen
Prop Artists,Mats Myrvold
Prop Artists,Jordan Powers
Prop Artists,Alexandra Quinby
Prop Artists,Yili Tan
Prop Artists,Ashleigh Warner
Technical Artists,Waleed Boghosian
Technical Artists,Bryce Clark
Technical Artists,Stephen Coan
Technical Artists,Chris Cole
Technical Artists,Richard Katz
Technical Artists,Bonnie Kwon
Technical Artists,Tommy Rihn
Technical Artists,Trevor Rothman
Technical Artists,Ty Viveiros
Visual Development Artists,Cole Eastburn
Visual Development Artists,David Harrington
Visual Development Artists,Matt O'Connor
Visual Development Artists,Mongsub Song
Additional Art,Lisa Anderson
Additional Art,Chris Deboda
Additional Art,Ishmael Hoover
Additional Art,Daehi Kim
Additional Art,Marcus Krautwurst
Additional Art,Servando Lupini
Additional Art,Michaela Nienaber
Additional Art,Kevin Rucker
Additional Art,Fanny Vergne
Additional Art,Nathan Watson
Additional Art,Phillip Zhang
Game Designers,Raphael Ahad
Game Designers,Josh Augustine
Game Designers,Katherine Bankson
Game Designers,Dylan Barker
Game Designers,Graham Berger
Game Designers,Larry Boles
Game Designers,Andrew Buczacki
Game Designers,Joey Cash
Game Designers,Andrew Chambers
Game Designers,Bret Cocking
Game Designers,Sarah Cotner
Game Designers,Jared Coulston
Game Designers,Andrew De Sousa
Game Designers,Ken Dilks
Game Designers,Brian Dowling
Game Designers,Michael Ebert
Game Designers,Jeremy Feasel
Game Designers,Jay Gill
Game Designers,Jeff Hamilton
Game Designers,Maria Hamilton
Game Designers,Paige Hicks
Game Designers,Ken Huang
Game Designers,Trevor Huwe
Game Designers,Brian Inkrot
Game Designers,Tim Jones
Game Designers,Chris Kaleiki
Game Designers,Mark Kelada
Game Designers,Jennifer Klasing
Game Designers,Dan Kramer
Game Designers,Paul Kubit
Game Designers,Owen Landgren
Game Designers,Evan Lee
Game Designers,Josh Leyshock
Game Designers,Jade Martin
Game Designers,Sean McCann
Game Designers,Byron Miller
Game Designers,Jake Miller
Game Designers,Craig Morrison
Game Designers,Miranda Moyer
Game Designers,Major Mummert
Game Designers,Stephanie Newland
Game Designers,Rob Newns
Game Designers,Peter Nott
Game Designers,Michael Nuthals
Game Designers,Zachariah Owens
Game Designers,Julie Palu
Game Designers,Ed Piper
Game Designers,Alex Ringe
Game Designers,Taylor Sanders
Game Designers,Ryan Shwayder
Game Designers,Luke Sigmund
Game Designers,Scott Smith
Game Designers,Kurt Sparkuhl
Game Designers,Kim Acuff Steiner
Game Designers,Paul Sullivan
Game Designers,Candace Thomas
Game Designers,Allen Vandegrift
Game Designers,Matt Villers
Game Designers,Rachel Vought
Game Designers,Jackie Wiley
Game Designers,Jason Zelechoski
Level Designers,Jestry Ahlswede
Level Designers,Matthew Armstrong
Level Designers,Kyle Conlan Aronson
Level Designers,Victor Cortis
Level Designers,Ian Gerdes
Level Designers,Will Harris
Level Designers,Travis Hickman
Level Designers,Travis Inman
Level Designers,Ryan Moore
Level Designers,Kristy Moret
Level Designers,Josh Navarro
Level Designers,Gary Platner
Level Designers,Rhett Torgoley
Level Designers,Sarah Boulian Verrall
Level Designers,Colin Volrath
Level Designers,Jacquelyn Washington
Level Designers,Sara Wons
UI Designers,Casey Graham
UI Designers,Jeff Liu
UI Designers,Ray Ocampo
UI Designers,Crash Reed
Additional Design,Ryan Burns
Additional Design,Skye Chandler
Additional Design,Nathaniel Chapman
Additional Design,Scott Gordon
Additional Design,Matt Goss
Additional Design,Damarcus Holbrook
Additional Design,David Kim
Additional Design,Chris Morris
Additional Design,Chadd Nervig
Additional Design,Zachary Turner
Additional Design,John Yang
Additional Design,Kris Zierhut
Additional Narrative Design,Justin Parker
Audio Software Engineer,Shawn Bernardo
Automation Software Engineers,Chris Davila
Automation Software Engineers,Sean Hogan
Automation Software Engineers,Xing Jin
Automation Software Engineers,Jeremy Morton
Automation Software Engineers,Almir Sehic
Classic Engineers,Matthew Everett
Classic Engineers,Tim Hume
Classic Engineers,Zoid Kirsch
Classic Engineers,David Lawrence
