role,name
Lead/Senior Producers,Ray Cobo
Lead/Senior Producers,Rob Foote
Lead/Senior Producers,Carlos Guerrero 
Lead/Senior Producers,John Hight
Producers,Ernst ten Bosch
Producers,Jason Hutchins 
Producers,Joseph Hsu
Producers,Scott Keenan 
Producers,Thomas Pieracci 
Producers,John Shin
Animators,John Butkus 
Animators,Carman Cheung
Animators,Jeremy Collins
Animators,Carlos Fins
Animators,Mai Igarashi 
Animators,John Scharmen 
Character Artists,Tamara Bakhlycheva
Character Artists,Danny Beck
Character Artists,Christopher Chang
Character Artists,Joe Keller
Character Artists,Roman Kenney 
Character Artists,Ryan Metcalf
Character Artists,Tyson Murphy
Character Artists,Dusty Nolting
Character Artists,Jon McConnell 
Character Artists,Danny Saint-Hilaire 
Character Artists,Robert Sevilla 
Dungeon Sub-Leads,Steve Crow 
Dungeon Artists,Patrick Burke
Dungeon Artists,Jeff Chang 
Dungeon Artists,Ryan Cooper
Dungeon Artists,Cole Eastburn
Dungeon Artists,David Harrington
Dungeon Artists,Jonathan Jacobson
Dungeon Artists,Danny “Danky” Kim
Dungeon Artists,Andrew Matthews 
Dungeon Artists,Chad Max
Environment Artists,Matthew Heyman
Environment Artists,Kelli Hoover
Environment Artists,Gustav Schmidt
Prop and FX Artists,Mark Abadier 
Prop and FX Artists,Jamie Chang 
Prop and FX Artists,Jeffrey Chuang 
Prop and FX Artists,Terrie Denman
Prop and FX Artists,Jay Hwang 
Prop and FX Artists,Adam Kugler 
Prop and FX Artists,Kevin Maginnis 
Prop and FX Artists,Dan Moore 
Prop and FX Artists,Holly Prado
Technical Artists,Paul Forest
Technical Artists,Joram Hughes
Technical Artists,Alexis Meade
Game Designers,Don Adams
Game Designers,Craig Amai
Game Designers,Alexander Brazie
Game Designers,Steve Burke
Game Designers,Nathaniel Chapman
Game Designers,Helen Cheng
Game Designers,Morgan Day
Game Designers,Travis Day
Game Designers,Jeremy Feasel
Game Designers,Scott Gordon
Game Designers,Ion Hazzikostas
Game Designers,Chris Kaleiki
Game Designers,Dan Kramer
Game Designers,Paul Kubit
Game Designers,Owen Landgren
Game Designers,Jonathan LeCraft
Game Designers,Dave Maldonado
Game Designers,Ryan Meier
Game Designers,Chadd Nervig
Game Designers,Zachariah Owens
Game Designers,Russell Petersen
Game Designers,Jessica Rogers
Game Designers,Joe Shely
Game Designers,Candace Thomas
Game Designers,Matt Webster
Game Designers,He-Rim Woo
Game Designers,Jason Zelechoski
Level Designers,Sarah Boulian
Level Designers,Ely Cannon
Level Designers,Paul Cazarez
Level Designers,Victor Chong
Level Designers,Ian Gerdes
Level Designers,Ed Hanes
Level Designers,Kevin Lee
Level Designers,Michael McInerney
Level Designers,Scott Smith
Engine Programmers,Alexey Medvedev
Gameplay Programmers,Russell Bernau
Gameplay Programmers,Patrick Dawson
Gameplay Programmers,Benjamin Foxworthy
Gameplay Programmers,Omar Gonzalez
Gameplay Programmers,Christopher MacDonald
Gameplay Programmers,Pat MacKellar
Gameplay Programmers,Marcio Martins
Gameplay Programmers,Ron Nakada
Gameplay Programmers,Kyle Radue
Server Programmers,Joseph Cochran
Server Programmers,Jason De Arte
Server Programmers,Jared Gillis
Server Programmers,Kurtis McCathern
Server Programmers,Jeff Mears
Server Programmers,Nicolas Noble
Systems Technology Programmers,Frank Kowalkowski
Tools Programmers,Brian Birmingham
Tools Programmers,Steven Dwyer
Tools Programmers,Pete Sandrene
Tools Programmers,Craig Steele
Tools Programmers,John Stiles
UI Designers,Matt Golins
UI Programmers,Bea Metitiri
UI Programmers,Serban Oprescu
Macintosh Programmers,Chris Crowe 
Macintosh Programmers,David Givone 
Macintosh Programmers,Daniel Pageau
Additional Art,Steve Allen
Additional Art,Chris Amaral
Additional Art,Sungjae Cho
Additional Art,Peet Cooper 
Additional Art,Sam “Samwise” Didier 
Additional Art,Seth Faske
Additional Art,Brian Fletcher
Additional Art,Slim Ghariani
Additional Art,Kevin Griffith
Additional Art,Kevin K. Griffith
Additional Art,Rutherford Gong
Additional Art,Sojin Hwang
Additional Art,Jeff Hyeongwon Kang
Additional Art,Justin Kunz
Additional Art,Rachel Larsen
Additional Art,Grace Liu
Additional Art,Richie Marella
Additional Art,Pio Ravago
Additional Art,Matthew Ryan
Additional Art,Tiffany Sirignano-Sheets
Additional Art,Anessa Silzer
Additional Art,John Staats
Additional Art,Chanon Thareechit
Additional Art,Paul Warzecha
Additional Art,Neal Wojahn
Additional Design,Alex Afrasiabi
Additional Production,Jeremy Masker
Additional Production,Amy Morhaime
Additional Programming,Erin Catto
Additional Programming,Patrick Doane
Additional Programming,Scott Hartin
Additional Programming,Kevin He
Additional Programming,Chaz Pratt
Interns,Johnny Cash
Interns,Jessica Dinh
Interns,Marie Lazar
Strike Team,Chris Amaral
Strike Team,Jason Boyle 
Strike Team,Juan Custer 
Strike Team,Shon Damron 
Strike Team,Brian Gidge
Strike Team,Matt Gotcher 
Strike Team,Matthew Hawley 
Strike Team,Jesse McCree 
Strike Team,Vitaliy Naymushin 
Strike Team,Stephanie Paddock 
Strike Team,Stephen Wong 
Technical Directors,Brian Fitzgerald 
Technical Directors,Ali Vatani
Lead Designers,Jon DeMidio
Lead Engineers,Chulwoong Choi
Lead Engineers,Ben Deane
Lead Engineers,Patrick Eger
Lead Engineers,Steve McGarrity
Lead Engineers,JC Park
Lead Engineers,Kyle Riccio
Lead Engineers,Christopher Stewart
Lead Producers,Dave Chan
Lead Producers,Ryan Cooper
Designers,Sam Attanasio
Designers,Wei Chen
Designers,Guillaume Cournoyer
Designers,Christopher Deutsch
Designers,Randal Dumoret
Designers,Bryan Gidge
Designers,Thomas Heger
Designers,Katherine Joplin
Designers,Seonghak Jung
Designers,Dohyeong Kim
Designers,Junho Kim
Designers,Bobby Koh
Designers,Rene Koiter
Designers,Jeff Liu
Designers,Bre Miller
Designers,Juyoung Oh
Designers,Ryan Pearson
Designers,Zac Pfaff
Designers,Bryan Rathman
Designers,Keith Rhee
Designers,Angela Shih
Designers,Bao Tran
Designers,Jaeson Welch
User Researchers,Hyojin Bae
User Researchers,Dan Jenrette
Engineers,Monica Alba
Engineers,Cord Bartlett
Engineers,Woonchang Beck
Engineers,Andrew Bellinger
Engineers,Ed Beranek
Engineers,Todd Blank
Engineers,Ilya Bobyr
Engineers,Laurent Bourcier
Engineers,D. Scott Boyce
Engineers,Mikyoung Choi
Engineers,Seungki Choi
Engineers,Diane Cochran
Engineers,Ryan Creasey
Engineers,Joel Deaguero
Engineers,Joseph Dean
Engineers,Sascha Demetrio
Engineers,Evangelia Dendramis
Engineers,Sarah Doebler
Engineers,David Eckel
Engineers,Steven Gabriel
Engineers,Nick Gerakines
Engineers,Gisang Gil
Engineers,Christopher Giroir
Engineers,Victor Gonzalez Jr.
Engineers,Don Grey
Engineers,Kwangbum Ha
Engineers,Chris Jacobson
Engineers,Wonhee Jung
Engineers,Chang-Il Kim
Engineers,Dennis Kim
Engineers,Neal Kochhar
Engineers,Juno Kwak
Engineers,Ken Lamb
Engineers,Jay Lauffer
Engineers,Drew Lawton
Engineers,Eunyang Lee
Engineers,Fred Lee
Engineers,Juho Lee
Engineers,Youngsik Lee
Engineers,Ockkyoung Leem
Engineers,Spenser Li
Engineers,Robert Lin
Engineers,Terence Lindsey
Engineers,Jason MacAllister
Engineers,Pavel Maisenovich
Engineers,Nick McVeity
Engineers,Qi Ming
Engineers,Keith Miron
Engineers,Calum Mitchell
Engineers,Robert Moodey
Engineers,Chris Myles
Engineers,Alan Newton
Engineers,Anthony Nichols
Engineers,Joonho Park
Engineers,Sangyong Park
Engineers,Stephen Raub
Engineers,Ricardo Robaina
Engineers,Ian Roberts
Engineers,Vlad Semenov
Engineers,Tony Shih
Engineers,Hwachul Shin
Engineers,Michael Skacal
Engineers,Michael Stum
Engineers,Fanny Suh
Engineers,Anselmo Talotta
Engineers,Alex Tearse-Doyle
Engineers,Steve Toscano
Engineers,Andy Tran
Engineers,Tom Van
Engineers,Daniel Weltz
Engineers,Stephen Whiting
Engineers,Ray Xiao
Engineers,Casey Yelland
Engineers,Christopher Yim
Producers,Erin Ali
Producers,Sangeon Bae
Producers,Shane Cargilo
Producers,Kevin Carter
Producers,Bryan Chang
Producers,Dennis Crow
Producers,Damien Currano
Producers,Eric Del Priore
Producers,Jeremy Dela Rosa
Producers,Romain Dijoux
Producers,Sean Flinn
Producers,Dan Hernberg
Producers,Andrew Hunt
Producers,Ty Julian
Producers,Sunyoung Kim
Producers,Ben Lam
Producers,Jenny C.Liu
Producers,Dan Maas
Producers,Rainer Mayer
Producers,Rebecca Orozco
Producers,Stephanie Paddock
Producers,Maria Page
Producers,Russell Pippin
Technical Writers,Sabina Horigan
Web Editors,Geoff Fraizer
Web Editors,Eddie Lee
Web Editors,Martin Leidenfrost
Web Editors,Otavio Lessa
Web Editors,Ryan Quinn
Interns,Justin Britch
Interns,Kevin Gent
Interns,Daniel Kutz
Interns,Zak Rubin
Project Managers,Nathalie Beauguerlange
Project Managers,Olivier Fourel
Web Designers,Sören Geier
Web Designers,Mathieu Magrez
Web Designers,Prune Moldawan
Web Editors,Eddy Béchu
Web Editors,Thibaud Bertin
Web Editors,Roberto Crispo
Web Editors,Irina Kneller
Web Editors,Maria Loy
Web Editors,Oliver Lübeck
Web Editors,Patricio Mekong Talavera
Web Editors,Carlos Fernández Plaza
Web Editors,Pierre Rosenthal
Web Editors,Joseph Toaff
Web Editors,Alena Yakavets
Web Producers,Dayeong Oh 
Web Producers,Minhyouk Pack
Web Engineers,Ajin Kim
Web Engineers,Jungeun Lee
Web Engineers,Dooyong Oh
Web Designers,Hyunsuk Cheong
Web Editors,Ayoung Kim
Web Engineers,Huang Xiaoqiang
Web Engineers,Yang Yanping
Web Designers,Andy Jin
Web Content Editors,Chu Ching
Project Art Directors,Chris Thunig
Cinematic Script,Marc Messenger
Project Editors,Brian Horn
Department Supervisors,John Burnett 
Department Supervisors,Shimon Cohen
Department Supervisors,Scott Goffman
Department Supervisors,Steeg Haskell
Department Supervisors,Arthur Jeppe
Department Supervisors,Mike Kelleher
Department Supervisors,Jared Keller
Department Supervisors,Brian LaFrance
Department Supervisors,James McCoy
Department Supervisors,Fin Teo
Department Supervisors,Seth Thompson
Project Leads,Vitaly Bulgarov
Project Leads,Aaron Chan 
Project Leads,Steven Chen
Project Leads,Emanuel Druckmann 
Project Leads,Devon Fay
Project Leads,Joe Frayne 
Project Leads,Chung Kan 
Project Leads,Ryan Leasher 
Project Leads,Laurent Pierlot 
Project Leads,Jamie Pilgrim
Cinematic Artists,Salvador Arditti
Cinematic Artists,Scott N. Army
Cinematic Artists,Till Aschwanden
Cinematic Artists,Jongha Baik
Cinematic Artists,Becca Baldwin
Cinematic Artists,Ben Barker
Cinematic Artists,Jason Barlow
Cinematic Artists,Stephane Belin
Cinematic Artists,Barry Berman
Cinematic Artists,John Berry
Cinematic Artists,Ricardo Biriba
Cinematic Artists,Ted Boonthanakit
Cinematic Artists,Toni Bratincevic
Cinematic Artists,Alvaro Buendia
Cinematic Artists,Jason Burton
Cinematic Artists,Bill Campbell
Cinematic Artists,Scott Campbell
Cinematic Artists,Hosuk Chang
Cinematic Artists,Daniel Chavez
Cinematic Artists,Ray Chih
Cinematic Artists,Tae Young Choi
Cinematic Artists,Joanna Cleland-Jolly
Cinematic Artists,Matt Cordner
Cinematic Artists,James Crowson
Cinematic Artists,Graham Cunningham
Cinematic Artists,Drew Dobernecker
Cinematic Artists,David Durand 
Cinematic Artists,Anthony Eftekhari 
Cinematic Artists,Mustazar Essa
Cinematic Artists,Chris Evans
Cinematic Artists,Casey Fulton
Cinematic Artists,Shuntaro Furukawa
Cinematic Artists,Hunter Grant
Cinematic Artists,Eric Grimenstein
Cinematic Artists,Jeremy Gritton
Cinematic Artists,Chris Ha
Cinematic Artists,Mike Hardison
Cinematic Artists,Jason J. Hill
Cinematic Artists,Benjamin Min Huang
Cinematic Artists,Steve Hui
Cinematic Artists,Ray Hsu
Cinematic Artists,Rodney Iwashina
Cinematic Artists,Joe Jackman
Cinematic Artists,Jim Jiang
Cinematic Artists,Sheng Jin
Cinematic Artists,Jeramiah Johnson
Cinematic Artists,Jessica Dru Johnson
Cinematic Artists,Ren Kikuchi
Cinematic Artists,Yonghyun (Eddie) Kim
Cinematic Artists,Andy C. King
Cinematic Artists,Mike Koizumi
Cinematic Artists,Bill La Barge
Cinematic Artists,Mark Lai
Cinematic Artists,Scott Lange
Cinematic Artists,Jon Lanz
Cinematic Artists,Hung Le
Cinematic Artists,Alan Lee
Cinematic Artists,Hoya Lee
Cinematic Artists,John F. Lee
Cinematic Artists,Moonsung Lee
Cinematic Artists,Yeon-Ho Lee
Cinematic Artists,Shawn Liang
Cinematic Artists,Dyllan Lu
Cinematic Artists,David Luong
Cinematic Artists,Brandon Martynowicz
Cinematic Artists,Brett McConnell
Cinematic Artists,Matthew Mead
Cinematic Artists,Andrew Melnychuk-Oseen
Cinematic Artists,Lucas Merino
Cinematic Artists,Sada Namiki
Cinematic Artists,Tuan Ngo
Cinematic Artists,Kurtis Paddock
Cinematic Artists,Corey Pelton
Cinematic Artists,Troy L. Perry
Cinematic Artists,Levente Peterffy
Cinematic Artists,Joe Peterson
Cinematic Artists,Kirti Pillai
Cinematic Artists,Zachary Podratz
Cinematic Artists,Reo Prendergast
Cinematic Artists,Wei Qiao
Cinematic Artists,Dominic Qwek
Cinematic Artists,Glenn Ramos
Cinematic Artists,Jarett Riva
Cinematic Artists,Casey Robinson
Cinematic Artists,Davy Sabbe
Cinematic Artists,Kazuhito Shimada
Cinematic Artists,Fabio Stabel
Cinematic Artists,Peter Starostin
Cinematic Artists,Takuya Suzuki
Cinematic Artists,Geordie Swainbank
Cinematic Artists,Jon Teer
Cinematic Artists,Sofia Vale Cruz
Cinematic Artists,Brandan Vanderpool
Cinematic Artists,Mathias Verhasselt
Cinematic Artists,Kishore Vijay
Cinematic Artists,Matias Volkert
Cinematic Artists,Nelson Wang
Cinematic Artists,Wei Wang
Cinematic Artists,Christopher Y. Yang
Cinematic Artists,Jae Hyun Yoo
Cinematic Artists,Kenson Yu
Cinematic Artists,Simon Yuen
Technology Team,Brett Achorn
Technology Team,Michael Beal
Technology Team,Cameron Chrisman
Technology Team,Rudy Cortes
Technology Team,Jeff Hill
Technology Team,David Keegan
Technology Team,Piotrek Krawczyk 
Technology Team,Huong Nguyen
Technology Team,Chris Rock
Technology Team,Billy Shih
